# num_threads, VLHT, LFHT, RWHT
1	3.44	3.54	3.1
2	4.07	4.06	3.38
4	7.57	7.45	6.35
8	14.77	16.71	11.9
16	26.76	27.77	22.1
32	41.6	42.3	38.3
64	55.7	56.5	52.3
