# num_threads, VLHT, LFHT, RWHT
1	1.38	1.35	1.21
2	1.9	1.7	1.56
4	3.56	3.25	2.93
8	6.45	5.23	5.78
16	9	8.52	8.34
32	9.92	9.78	9.47
64	4.36	4.35	5.27
