# num_threads, VLHT, LFHT, RWHT
1	1.72	1.61	1.25
2	2.63	2.31	1.84
4	5.1	5.56	4.26
8	13.76	11.97	10.3
16	21.6	19.64	19
32	33.1	33.1	30.5
64	50.7	47.7	44.1
