# Makalu
# Number of threads				# Operations per microsecond
1								0.491083158
2								0.593572559
4								0.842828144
8								0.767894117
16								0.59583759
32								0.562267596
64								0.522259044
100								0.490989269


# Poseidon
# Number of threads				# Operations per microsecond
1								0.355334711
2								0.686975022
4								1.364127605
8								2.756641611
16								5.465819328
32								10.77940487
64								20.8920105
100								29.69747185


# PMDK
# Number of threads				# Operations per microsecond
1								0.415910922
2								0.791392812
4								1.303517542
8								2.446360488
16								4.198670596
32								6.044856233
64								7.459853458
100								7.145626584

