# num_threads, VLHT, LFHT, RWHT
1	0.95	0.85	0.65
2	1.88	1.66	1.29
4	3.69	3.54	2.68
8	7.22	6.55	4.91
16	14.84	12.67	10.3
32	19.57	18.32	16.94
