# num_threads, VLHT, LFHT, RWHT
1	0.74	0.73	0.63
2	1.46	1.51	1.29
4	3	2.95	2.5
8	5.69	5.46	4.78
16	8.08	7.87	7.61
32	7.97	8.1	8.05
