# num_threads, VLHT, LFHT, RWHT
1	0.91	0.8	0.64
2	1.79	1.58	1.35
4	3.51	3.27	2.48
8	7.23	6	4.82
16	13.83	12.56	9.78
32	18.1	17.75	16.45
